,epoch,accs,val_accs,losses,val_losses
0,1,0.8091292542505601,0.8280922399793448,0.9480592014255133,0.756849688637265
1,2,0.9470021024135338,0.9392033464670347,0.39404524638732535,0.37682404523750523
2,3,0.966586315418159,0.9531795855671438,0.27671245128302446,0.3156922955266418
3,4,0.978818917028442,0.9671558292906739,0.2105995936318671,0.25965122171501276
4,5,0.9857487163205361,0.9657582037104001,0.17458507709966148,0.2563411895625663
5,6,0.9880084335965613,0.9622641436125664,0.15591364307629305,0.2430416898115959
6,7,0.9916541107557882,0.9643605818371936,0.1394547757278745,0.24283514778923104
7,8,0.9944260306443102,0.9720475125529398,0.12468496158171324,0.20953017444064115
8,9,0.9943657714995895,0.9559748339369779,0.11760145687835157,0.25609583757000315
9,10,0.995811990565225,0.9412997821925154,0.10920384578332731,0.3042851363671234
10,11,0.9960831566634901,0.9741439516106158,0.10301817640433221,0.1958705502673515
11,12,0.9965351001276744,0.9622641436125664,0.09771910763852709,0.23525145841511208
12,13,0.997228080086336,0.9678546402689296,0.09108943777446755,0.1852392936236037
13,14,0.9980114487575888,0.9545772128968202,0.08665934658712313,0.24315448421893796
14,15,0.9978909305058606,0.9720475133859886,0.08264374191474039,0.1848676760949762
15,16,0.9982223557470505,0.9706498890136356,0.07909218511754901,0.18773540670141983
16,17,0.9981922261432626,0.9685534541212037,0.07534002880800125,0.18413095702602678
17,18,0.9986742991914803,0.9678546411019785,0.07269425063800043,0.18842574663507114
18,19,0.9986742992076432,0.9692522654743314,0.0703744530787792,0.20009933868169286
19,20,0.998614040043168,0.976939199522273,0.06756976520321067,0.1767652823136121
20,21,0.998614040043168,0.9496855284266336,0.06611461901364377,0.2504747013667511
21,22,0.999337149585863,0.9748427612976458,0.06205216723495074,0.16565631224059876
22,23,0.9981319670542136,0.9720475142190375,0.06282589195975789,0.16881979034027797
23,24,0.9992166313287472,0.9713487003667632,0.0586252935982749,0.1756275898609688
24,25,0.9989755948145155,0.9720475142190375,0.058127935877691085,0.17699480108307591
25,26,0.9988550765771541,0.9741439494863413,0.05679377415909147,0.1613596375487552
26,27,0.9993974087198084,0.9748427621306947,0.054412895349241874,0.17237998337948932
27,28,0.9991262426359102,0.9699510772023311,0.05335416562808102,0.1632382348648407
28,29,0.9991262426359102,0.9713487020328609,0.0528154449468368,0.1693578712137157
29,30,0.9994576678429787,0.974143950777567,0.050784861835510516,0.15737610848934228
30,31,0.9996987043572104,0.9699510759944102,0.04908202885672266,0.1615622770600932
31,32,0.9991262426359102,0.9664570167296255,0.04899052456380481,0.1936051620314956
32,33,0.9994576678627333,0.9783368230615772,0.04770141175748013,0.15849640843628338
33,34,0.9996987043572104,0.972746326405214,0.045786989831909174,0.135765973837808
34,35,0.9991563722001892,0.9748427621306947,0.046213658395217426,0.13586095024933773
35,36,0.9993672791501419,0.965758204085272,0.044975816925948875,0.18924471244455468
36,37,0.9995480565358157,0.9755415734838223,0.043609043676546444,0.16035353788841777
37,38,0.9994275382786998,0.974143950777567,0.04297884603427472,0.12376760155129149
38,39,0.999307020021584,0.9692522638082338,0.04239819575977742,0.14943835468849545
39,40,0.9996083156643736,0.9713487015746841,0.04139927489810426,0.14885124267397187
40,41,0.9996987043572104,0.9713487007416353,0.040497717756747695,0.16144471820170525
41,42,0.9993974087144208,0.9713487020328609,0.04055246500975757,0.14792023012369018
42,43,0.9996685747929315,0.9762403860448708,0.039470253441663494,0.13788976421896018
43,44,0.9997288339214894,0.9734451369252928,0.03886341434763422,0.14645543063461655
44,45,0.9997288339214894,0.9790356347895768,0.03801508395157869,0.1371584111768661
45,46,0.9996685747929315,0.9699510759944102,0.03726606354685335,0.16288228241360997
46,47,0.9997890930500473,0.9713487020328609,0.03664233318554436,0.15501337165987883
47,48,0.9997288339412439,0.9720475133859886,0.03615994036756624,0.15116075424778136
48,49,0.9996384452286525,0.9664570158965766,0.035652545399000826,0.1648734417710789
49,50,0.9998192226143262,0.9755415734838223,0.03488340207234442,0.12451905150885435
50,51,0.9997288339214894,0.9783368230615772,0.03479203475438873,0.12556467844651015
51,52,0.9997890930500473,0.9755415743168712,0.03379051578142766,0.14446080381806958
52,53,0.9996685747929315,0.9790356360808026,0.03384430989528787,0.11631438693202183
53,54,0.9997589634857683,0.9720475142190375,0.03295065030460079,0.17222928155830572
54,55,0.9995480565358157,0.9741439491114693,0.033050867789387074,0.12532931845309767
55,56,0.9997589634857683,0.9692522650161546,0.03212210369156351,0.16889430749133114
56,57,0.9997288339412439,0.97554157514992,0.031977032391625505,0.13316180410968684
57,58,0.9996384452286525,0.9776380108754007,0.03171547838503848,0.12390554469836333
58,59,0.9997589634857683,0.9706498881805867,0.03111125105724264,0.1491997029286094
59,60,0.9998794817428842,0.9762403865030477,0.030496550037554495,0.13976719160645595
60,61,0.9995179269715367,0.972746326405214,0.03100187796369783,0.13531624545310028
61,62,0.9997890930500473,0.9678546411019785,0.030173351825783144,0.14323473288036576
62,63,0.9997890930500473,0.9762403865030477,0.029683897264007705,0.1561679268655433
63,64,0.9997288339214894,0.9748427625055667,0.02964763605182036,0.13310196840059166
64,65,0.9997890930500473,0.9755415743168712,0.02925079263259611,0.13318623551626374
65,66,0.9997890930500473,0.9783368222285284,0.028867067566237452,0.1307282288090842
66,67,0.9997288339214894,0.9734451385913905,0.02907853242864035,0.14037647085937272
67,68,0.9997890930500473,0.9755415746917432,0.028466134350359638,0.1389849059944966
68,69,0.9996384452286525,0.9762403865030477,0.028369653479732925,0.137218211346015
69,70,0.9998192226143262,0.9755415743168712,0.027852382982201912,0.13670543733799398
70,71,0.9996083156643736,0.9748427612976458,0.027923450073433248,0.14229353452862809
71,72,0.9998493521786053,0.9755415734838223,0.027425717394580124,0.13443225086162258
72,73,0.9998192226143262,0.9734451402574882,0.027160645841162637,0.16001870197320134
73,74,0.9999397408714421,0.9727463255721651,0.026745351605986067,0.1387714515775338
74,75,0.9996987043572104,0.9748427612976458,0.02670591137068625,0.13801767398518003
75,76,0.9998192226143262,0.974143950777567,0.026734436203370113,0.14014440781686124
76,77,0.9999096113071632,0.9762403856699988,0.02605225939391185,0.12909266446892154
77,78,0.9999397408714421,0.9706498890136356,0.025726783667270426,0.14582161564226337
78,79,0.9997589634857683,0.9734451389662625,0.025789892788315328,0.14290241093214037
79,80,0.9998192226143262,0.9755415738586943,0.02542566218573076,0.1411973550905305
80,81,0.9998493521786053,0.9713487011998121,0.025266526481706304,0.13890678386101765
81,82,0.9999397408714421,0.9797344469757533,0.02469378703810627,0.1161709344372476
82,83,0.9998794817428842,0.9748427612976458,0.024662268678925688,0.14360859460352934
83,84,0.9998794817428842,0.9741439491114693,0.024421685987774257,0.1339675441155227
84,85,0.9998192226143262,0.9762403865030477,0.02447097780186886,0.13847789871503138
85,86,0.9998794817428842,0.9706498902215565,0.024049860674413115,0.1545448558656258
86,87,0.9998493521786053,0.9720475125529398,0.02390826096537692,0.1392347141019974
87,88,0.9998192226143262,0.9783368230615772,0.02392381240371598,0.13086930480554626
88,89,0.9997589634857683,0.9797344474339302,0.023787727930116416,0.1405849975542244
89,90,0.9997288339412439,0.9776380108754007,0.023645159051845898,0.12444552545683689
90,91,0.9997589634857683,0.9720475133859886,0.023291535740401163,0.14613168967001344
91,92,0.9998192226143262,0.9797344469757533,0.023194472089187592,0.10906300581809443
92,93,0.9997589634857683,0.9741439494863413,0.023207284655544315,0.15616393397001851
93,94,0.9998794817428842,0.9713487011998121,0.02291495111142657,0.14232948294871342
94,95,0.9998493521786053,0.9699510788684288,0.022766265720544306,0.13662196904587462
95,96,0.9998192226143262,0.9776380104172238,0.02246509793720428,0.13781953218264817
96,97,0.9998794817428842,0.9748427621306947,0.02232113853916324,0.12510211771233026
97,98,0.9998493521786053,0.9790356344147049,0.02232406678659778,0.12333050401976357
98,99,0.9999096113071632,0.9769391982310474,0.021936627932658357,0.10190090912984519
99,100,0.9999096113071632,0.9734451385913905,0.02177141388655427,0.15244713649778496
100,101,0.9997589634857683,0.9762403865030477,0.021811832495327813,0.1294061797238225
101,102,0.9999397408714421,0.9804332596201067,0.021531891381089123,0.12874505504611736
102,103,1.0,0.9783368230615772,0.02119550553289935,0.14190029746779273
103,104,0.9998493521786053,0.9776380100423518,0.021464770888888932,0.12550748410881357
104,105,0.9999397408714421,0.9734451377583416,0.02117536486067275,0.1275253574331997
105,106,0.9998192226340807,0.9769391982310474,0.0210693771440483,0.1260186353402901
106,107,0.9999397408714421,0.9720475133859886,0.021052457059476257,0.13454083620377308
107,108,0.9998794817428842,0.9818308831594109,0.020730830096696094,0.11891593923108883
108,109,0.9997890930698018,0.9734451369252928,0.020982109207932705,0.13127030652331398
109,110,0.999969870435721,0.9790356347895768,0.020439092014136444,0.11408453975146171
110,111,0.9999096113071632,0.9734451369252928,0.020370565250720216,0.13932769690659144
111,112,0.9999096113071632,0.9762403865030477,0.0202757710157707,0.12882436540402123
112,113,0.9999397408714421,0.9748427625055667,0.02026169051139263,0.12813985184782622
113,114,0.9997890930500473,0.9727463259470371,0.02017471813255852,0.14109372798480993
114,115,0.9998192226143262,0.974143950777567,0.02008162977235096,0.10536929659134103
115,116,0.9998493521786053,0.9755415738586943,0.019910664212617505,0.1524107624795535
116,117,0.9998192226143262,0.9755415734838223,0.019971955904322384,0.1255734683236382
117,118,0.9998493521983597,0.9741439502360852,0.01976963385235845,0.12535370798855708
118,119,0.9999397408714421,0.9825296953455873,0.019645966526651803,0.11026442759676175
119,120,0.9999096113071632,0.9706498890136356,0.019454990561325332,0.15442731396368672
